store_name,date,price,sales,product_id,product_name,category,customer_id,customer_name,region,payment_method,discount,stock_quantity
"Gilmore, Rowland and Booth",1978-07-14 02:12:50,,-37.0,486,Chocolate ,Eletrônicos,1726,Brittney Bell,BA,Cartão,,56.0
Mullins Ltd,2025-12-07 20:39:36,427.58,30.0,487,Notebook!!,Eletrônicos,8009,Beverly Ford,MG,Cartão,19.48,
peterson-maxwell,13/11/1983,95.73,-10.0,488,Smartphone,Alimentos,2061,Sheila Smith,RS,Cartão,,91.0
"Cherry, Whitaker and Keith Str.",21/10/1978,375.5,,489,Camisa,Eletrônicos,2825,Edward Thornton DDS,BA,Cartão,11.82,99.0
Cain-Mitchell,29/01/2024,,132.0,490,Tênis ,Eletrônicos,9464,timothy erickson,BA,Cartão,,34.0
"Green, Huynh and Smith",1988-01-17 14:54:36,,,491,Café!!,Alimentos,3020,Kyle Thomas,SP,Cartão,29.23,70.0
"anderson, wallace and martinez",2007-09-15 10:19:43,,,492,Camisa ,Alimentos,1850,david downs,SP,Pix,11.93,44.0
sanchez and sons,2012-07-19 02:50:06,,,493,Camisa ,Roupas,2509,Anthony Russell,RJ,Cartão,5.42,
"Gardner, Mitchell and Burns",2022-09-20 16:49:09,489.16,127.0,494,Camisa ,Eletrônicos,9170,Crystal Stewart,BA,cartao,0.35,95.0
Rivera-Contreras,2020-02-06,309.3,27.0,495,Smartphone,Eletrônicos,3146,Deborah Williams,SP,Pix,,
Crawford and Sons Str.,2023-08-19,,115.0,496,Chocolate ,Roupas,7077,Phyllis Raymond,BA,Pix,,
"Park, Harris and Mccoy",2010-02-03,489.64,,497,Notebook ,Roupas,9106,curtis robbins,RS,cartao,,
"Johnson, Herrera and Collins",03/12/2012,,172.0,498,Chocolate ,Eletrônicos,7408,Judy Adams,RJ,Cartão,15.79,22.0
Klein Group,1996-10-19 12:45:34,,,499,Smartphone,Roupas,6183,Courtney Pena,RJ,Boleto,17.26,20.0
mcmahon group,2022-10-31 10:42:14,208.43,,500,Notebook!!,Alimentos,1696,Lindsey Murray,MG,Boleto,3.18,17.0
"Williamson, Meyers and Scott",2012-06-20,-92.64,109.0,501,Smartphone!!,Alimentos,5896,Madison Burns,SP,Cartão,,
coleman plc,10/04/2004,88.23,,502,Tênis!!,Roupas,9480,Susan Guerra,BA,Pix,-2.59,
Snyder-Burgess,1990-06-06,,-43.0,503,Notebook,Alimentos,2933,Teresa Villegas,SP,cartao,26.31,92.0
Richard PLC,22/10/2021,,,504,Notebook!!,Roupas,2884,Dennis Smith,SP,Pix,,53.0
"rodgers, cameron and thomas",13/08/1983,,22.0,505,Notebook ,Alimentos,4888,brett noble,SP,Cartão,,
silva-padilla,1991-07-20,136.7,117.0,506,Tênis ,Eletrônicos,4619,William Clark,RS,Boleto,5.92,57.0
alexander-brown,1972-01-23 10:58:40,,119.0,507,Chocolate ,Eletrônicos,9817,Ashley Williams,SP,cartao,-3.7,
Rice-Mclaughlin Str.,06/06/1993,371.34,,508,Tênis!!,Eletrônicos,1997,Michele West,SP,cartao,-0.65,99.0
"Hughes, Bell and Stafford Str.",1996-06-02,,,509,Notebook!!,Roupas,3243,Nicholas Mitchell,RJ,Boleto,12.69,0.0
Wright-Torres,1989-03-23 13:55:02,470.16,-14.0,510,Notebook ,Roupas,8545,Ronald Hill,RS,Pix,,
"George, Kennedy and Thompson",1999-04-08,,,511,Notebook!!,Roupas,3916,Dakota Rhodes,MG,Cartão,,
Nichols Group,1971-07-04,38.15,,512,Camisa,Roupas,3353,amy lucero,RS,cartao,15.85,
Heath PLC Str.,2006-06-07 19:52:27,175.97,32.0,513,Camisa ,Roupas,8479,Teresa Berger,RJ,cartao,,
Turner Group,1984-04-13,,,514,Café,Eletrônicos,4322,Rebekah Brown,SP,Pix,-7.45,
Campbell-Harrell Str.,2010-05-20,,77.0,515,Café!!,Eletrônicos,6142,Mary Ramirez,SP,Boleto,,
,06/06/2012,289.04,49.0,516,Camisa!!,Roupas,6255,Jennifer Adams,RS,cartao,12.07,
Allen Ltd Str.,07/12/2006,,-35.0,517,Café!!,Eletrônicos,9509,sheri boone,RS,Pix,,86.0
Pham Ltd,1987-11-04 16:11:12,-68.05,90.0,518,Chocolate,Roupas,1993,Nicholas Humphrey,RS,Cartão,,
"Campbell, Wolf and Hull Str.",2006-08-29,209.73,,519,Chocolate,Roupas,6529,kevin hall,RS,Cartão,4.46,72.0
"alexander, bush and ryan",2013-02-18 15:00:22,191.88,,520,Chocolate!!,Eletrônicos,4330,Kim Nguyen,RS,Pix,25.45,
Daniel Inc,1979-07-24,233.99,200.0,521,Smartphone!!,Alimentos,1131,john brown,RS,Cartão,2.35,8.0
Lowery-Morris,1992-02-29,423.05,99.0,522,Smartphone ,Alimentos,4383,Richard Alvarez,BA,Boleto,12.75,24.0
Lee LLC Str.,2024-11-24 21:58:32,418.01,29.0,523,Camisa ,Alimentos,9052,Scott Soto,BA,Pix,,
Clark LLC Str.,1998-09-23,,184.0,524,Café,Alimentos,8664,Mr. Victor Moore,RS,Boleto,,30.0
"Becker, Washington and Reed",2006-11-21,176.3,68.0,525,Smartphone!!,Roupas,1818,travis jackson,SP,Cartão,,50.0
"williams, deleon and scott",1993-10-15 14:39:38,,,526,Chocolate,Eletrônicos,6519,diana alexander,RJ,Cartão,26.68,
"Robinson, Christian and Livingston Str.",2023-05-22 22:37:37,349.82,84.0,527,Notebook,Eletrônicos,2704,mary pierce,RS,Cartão,,3.0
"Savage, Potter and Clark",1991-08-09 05:46:05,,,528,Chocolate,Alimentos,9417,Deanna Benton,MG,Pix,,
"wilson, spence and chapman",27/02/2020,288.45,76.0,529,Chocolate,Alimentos,6608,shawn schultz,BA,cartao,-6.57,66.0
Ortega Inc,1994-03-26 00:48:11,,,530,Café ,Eletrônicos,1939,Susan King,MG,Cartão,,34.0
Kennedy Ltd,2022-03-26 07:14:08,33.52,-15.0,531,Chocolate,Eletrônicos,3896,Donald Moses,RS,cartao,,
Grant PLC,20/06/1981,,91.0,532,Notebook,Alimentos,1758,jennifer powell,MG,Cartão,,
Morris-Williams,13/12/2024,466.57,,533,Chocolate ,Roupas,6086,Cheryl Porter,SP,Boleto,-6.55,85.0
Phillips LLC Str.,1981-11-25 13:54:35,,,534,Smartphone ,Roupas,7523,angel parker,BA,Cartão,-7.44,
"King, Vargas and Simmons Str.",11/04/2001,353.29,,535,Camisa!!,Roupas,5450,mark hughes,MG,Boleto,20.4,
Tucker-Smith,06/03/2016,,,536,Tênis,Roupas,2946,samuel robinson,RJ,Cartão,-8.43,55.0
"Gardner, Fox and Lewis Str.",20/07/1979,,-25.0,537,Camisa ,Eletrônicos,8465,jacob kelly,BA,cartao,6.03,48.0
bowers-luna,1984-07-31 23:36:44,,,538,Notebook!!,Eletrônicos,8469,Stephanie Walker,BA,cartao,22.58,44.0
"Aguirre, Nelson and Garrett",19/12/1991,,181.0,539,Notebook!!,Alimentos,8746,cynthia lee,RS,Boleto,,
"Scott, Grant and Nicholson",1987-11-14 10:39:30,,,540,Camisa ,Alimentos,1498,Daniel Webb,BA,Cartão,0.65,
vincent-carr,1991-08-27,,,541,Chocolate!!,Roupas,7555,michael miller,RS,Pix,,
Jackson-Gonzalez,1984-05-30 17:21:53,,82.0,542,Notebook,Alimentos,7929,Michael Thompson,BA,cartao,13.4,
Hall PLC,2025-05-04 15:23:49,,18.0,543,Camisa ,Eletrônicos,5458,William Curry,MG,cartao,23.13,66.0
Lopez PLC Str.,01/10/2022,81.24,-10.0,544,Tênis,Eletrônicos,3900,Charles Doyle,MG,cartao,,
"Cook, Jenkins and Allen",2000-05-16,,,545,Chocolate ,Roupas,2850,Caitlin Lawrence,MG,cartao,6.52,
clark-gordon,1996-01-26 07:11:41,496.0,-4.0,546,Chocolate!!,Alimentos,5395,Elizabeth Delacruz,RJ,Pix,,
"Gordon, Vasquez and Sampson",15/02/2022,84.46,,547,Smartphone ,Alimentos,5978,Marie Taylor,BA,cartao,-6.64,-4.0
Holmes-Gaines,2025-05-25 09:13:00,,,548,Notebook ,Alimentos,2161,Reginald Adams,RS,Pix,-5.4,
"Barr, Abbott and Thompson Str.",1981-03-13 02:29:04,257.33,,549,Chocolate,Alimentos,5555,Tammy Parker,RS,cartao,,
Hudson Group,18/02/2021,,,550,Chocolate!!,Roupas,9768,Lawrence Fitzpatrick,RJ,cartao,16.98,60.0
Anderson LLC Str.,2004-09-28 00:51:42,142.86,130.0,551,Smartphone,Roupas,7426,Betty Richardson,BA,Pix,-9.03,
Elliott Ltd Str.,04/12/2018,475.52,,552,Tênis,Eletrônicos,2798,stacy allen,RS,Boleto,4.56,99.0
Anderson PLC Str.,2022-04-24,58.2,76.0,553,Café ,Eletrônicos,6871,Brittany Wright,BA,Pix,-6.43,
Parker and Sons,19/07/1978,,43.0,554,Notebook ,Alimentos,4071,evan nunez,RS,Cartão,,77.0
cox ltd,2023-11-24,,14.0,555,Café,Alimentos,1307,Natalie Marshall,SP,Boleto,,-5.0
Hoover Group,1984-03-31 09:13:01,234.99,57.0,556,Tênis!!,Roupas,8152,Kimberly Bowman,BA,Boleto,-8.15,
Archer-Lawson,31/03/1990,,83.0,557,Notebook!!,Eletrônicos,1990,Brian Davis,SP,Pix,1.59,
"Crawford, Ward and Jones",30/08/1974,,,558,Tênis ,Roupas,5314,Jared Alvarez,BA,Pix,-9.19,
"Edwards, Dickson and Diaz",1988-08-26 14:27:00,,,559,Camisa!!,Eletrônicos,5727,Jesse Jones,RJ,Pix,8.41,
"Vargas, Hodge and Howard Str.",29/07/1984,,,560,Camisa ,Eletrônicos,4434,scott white,MG,cartao,-8.0,
Little-Norman,1995-01-09,-52.01,,561,Tênis ,Alimentos,7269,jamie silva,RJ,cartao,,4.0
"Jones, Anderson and Ross",1976-01-05,,,562,Camisa,Roupas,9245,jimmy stephens,SP,Cartão,17.42,6.0
"Jones, Parsons and Miller",16/11/2016,432.8,133.0,563,Camisa,Eletrônicos,8724,Jesus Morris,RJ,Pix,-5.38,63.0
clark-johnson,2014-09-12 14:01:01,,,564,Café ,Roupas,8135,Amanda Lucas,SP,Boleto,11.13,39.0
mills-hall,30/10/1981,125.94,90.0,565,Smartphone ,Roupas,9411,judy griffith,RS,cartao,,37.0
valencia-tran,26/12/2020,-5.12,,566,Tênis ,Alimentos,5390,Rebecca Wilson,SP,Pix,29.21,
Walter-Morrison,22/02/1980,38.64,-19.0,567,Chocolate,Alimentos,1951,Janet Cruz,BA,Pix,,19.0
"Russell, Watson and Lambert",1983-12-29 13:34:51,415.71,,568,Tênis,Alimentos,3589,brian brady,RS,Cartão,,67.0
cantu plc,1987-09-12,,,569,Notebook!!,Roupas,1373,Lauren Hernandez,SP,cartao,,27.0
Matthews-Gonzalez Str.,1983-03-21 13:45:02,242.57,,570,Café ,Roupas,2157,brianna mosley,SP,Cartão,14.23,60.0
Liu Ltd Str.,,-95.39,84.0,571,Café!!,Roupas,7444,Vanessa Scott,BA,Cartão,,35.0
"davis, marquez and murray",1979-01-18 21:23:12,361.82,,572,Tênis!!,Eletrônicos,4050,Patrick Welch,SP,Boleto,,
miller ltd,1993-10-31 01:43:53,113.73,185.0,573,Tênis ,Alimentos,4752,Chase Brown,SP,Boleto,,
brooks ltd,12/01/1974,481.9,,574,Tênis!!,Eletrônicos,6112,ann waller,RJ,Boleto,16.62,78.0
Suarez-Watkins,2024-08-30,-22.01,58.0,575,Chocolate ,Alimentos,8818,Gary Williams,RJ,Pix,,
Durham-Allen,1996-07-18,147.97,,576,Smartphone!!,Eletrônicos,9065,Sarah Boyle,BA,cartao,-5.25,
"brown, anderson and vega",1994-03-19,,21.0,577,Tênis,Alimentos,2312,Dennis Walter,RS,Boleto,,-2.0
Lopez Group,1988-03-07,,11.0,578,Camisa ,Eletrônicos,9719,Tara King,SP,cartao,,51.0
Davis-Beasley,06/11/2011,414.55,,579,Tênis ,Alimentos,4453,Matthew Hart,RJ,Boleto,,4.0
Riley Inc Str.,2005-05-28 16:32:18,392.93,-48.0,580,Notebook ,Alimentos,7992,brian williamson,BA,Pix,-2.04,42.0
"williamson, nguyen and nelson",1997-10-23,,,581,Café ,Alimentos,8952,Casey Powell,BA,Pix,28.61,4.0
Anderson Inc,2017-08-20 07:33:37,59.93,129.0,582,Café!!,Alimentos,1872,Eric Flores,MG,Pix,15.96,8.0
stewart plc,2016-04-10 04:22:18,,199.0,583,Café,Alimentos,8237,kelly sims,SP,Boleto,29.7,
Wolf-Cox,12/04/2020,496.56,-32.0,584,Chocolate ,Eletrônicos,1210,Emily Hudson,RS,Boleto,,64.0
garcia-evans,1991-07-15 23:23:22,100.18,158.0,585,Smartphone!!,Roupas,7000,Jason Dixon,BA,cartao,,
Cole-Hull Str.,1970-02-02 01:30:20,,,586,Tênis,Roupas,1434,Miranda Villarreal,MG,Pix,,36.0
"White, Smith and Arroyo Str.",04/03/2023,-66.56,181.0,587,Tênis!!,Roupas,1590,Dustin Henderson,RS,Boleto,,33.0
Hayes-West Str.,1985-08-26,,,588,Tênis ,Alimentos,8722,Christine Brown,RJ,Pix,,
"Douglas, Ruiz and Key",26/12/2006,459.35,,589,Notebook ,Roupas,3188,Charles Robles,BA,Pix,,
Howard-Garcia,14/07/1972,-51.72,,590,Tênis,Alimentos,7429,Christopher Buchanan,SP,cartao,26.88,-1.0
White LLC Str.,1991-07-20 23:09:57,203.65,,591,Tênis!!,Eletrônicos,5024,cathy carter,MG,cartao,-2.18,
Thompson-Curry Str.,23/11/2016,67.02,,592,Tênis!!,Eletrônicos,6425,Sara Moore,BA,cartao,,
Mason-Clements,1970-11-02,,175.0,593,Chocolate!!,Roupas,9513,Kayla Sullivan,SP,Cartão,16.28,10.0
Wolf-Young Str.,08/08/1979,,,594,Café ,Alimentos,4304,Robert Wright,MG,Cartão,,
Johnson-Jacobs Str.,1999-04-26,59.74,,595,Camisa,Eletrônicos,1984,Shane Booker,SP,cartao,23.49,95.0
"Chambers, Lane and Kelly",2004-03-07,,,596,Tênis,Roupas,3378,Darren Compton,BA,Cartão,18.79,36.0
garrett ltd,2017-03-04,365.19,-28.0,597,Notebook!!,Eletrônicos,2479,sara banks,MG,cartao,3.89,66.0
"lewis, miller and farrell",1980-01-13 09:53:59,,,598,Café ,Eletrônicos,2484,David Oneill,BA,Boleto,14.55,
"George, Patterson and Guzman",07/11/1989,232.52,132.0,599,Camisa ,Alimentos,5775,Joseph Young,MG,Pix,1.02,41.0
Jordan LLC,2002-04-24,40.99,,600,Tênis ,Roupas,4471,linda frazier,RJ,Pix,,
"Ball, Clark and Carrillo",1979-10-17 23:04:43,102.46,72.0,601,Smartphone,Alimentos,2891,Jonathan Jimenez,RS,Boleto,27.67,2.0
"Pineda, Gallegos and Smith",2013-04-24 10:00:10,76.03,-36.0,602,Chocolate!!,Eletrônicos,3549,Larry Hill,RS,cartao,,39.0
"Miller, Wright and Meza",2010-06-30,267.88,88.0,603,Notebook,Alimentos,6858,michael henson,RJ,Cartão,-1.22,
"Kerr, Garcia and Armstrong",06/02/1975,22.65,193.0,604,Notebook ,Eletrônicos,6051,amber rhodes,SP,cartao,15.83,60.0
Byrd-Burns,1978-04-01 08:39:59,315.53,,605,Café!!,Eletrônicos,7117,James Carroll,RS,Pix,7.41,
Moore-Mcpherson,2022-07-22 20:31:51,306.73,,606,Notebook,Eletrônicos,3786,Brenda Chase,RS,Cartão,26.85,5.0
Freeman and Sons,17/01/1977,143.48,,607,Camisa,Eletrônicos,2990,Christopher Holder,MG,Pix,,
Gray Ltd,05/06/2003,,196.0,608,Camisa ,Eletrônicos,3486,Nicole Jackson,MG,Boleto,9.92,3.0
Neal-Schmitt Str.,1996-12-24 01:55:25,,,609,Café,Eletrônicos,6520,Kimberly Jones,RS,cartao,,
Buckley and Sons,2007-10-10,,,610,Smartphone!!,Eletrônicos,8876,Ashley Hardy,BA,Cartão,,86.0
Herrera LLC,1989-05-21 19:41:59,322.29,142.0,611,Camisa!!,Roupas,3239,Kyle Smith,SP,Cartão,,99.0
Dorsey-Figueroa,1971-02-22 07:06:19,11.84,,612,Café ,Alimentos,1273,Nicole Nelson,BA,Cartão,3.44,60.0
Griffin-Sutton Str.,1984-03-16 15:54:54,99.23,,613,Smartphone ,Alimentos,5540,jonathan hahn,SP,Pix,2.25,
"jackson, daniels and horne",16/10/1970,344.69,,614,Smartphone,Roupas,6930,David Williams,SP,Boleto,2.57,96.0
"Bell, Oneill and Williams",1998-08-17,270.04,166.0,615,Café ,Alimentos,1121,erin warren,MG,cartao,,86.0
"Mccall, Carter and Terrell",28/08/1983,-93.96,166.0,616,Café!!,Roupas,3644,Stephanie Jordan,RS,Pix,,
dalton inc,2002-06-11 08:59:40,367.36,,617,Notebook,Alimentos,8158,Sarah Silva DDS,BA,Pix,19.34,10.0
Stephenson Group,2008-04-06 10:20:49,152.31,,618,Camisa,Alimentos,9903,Christina Mendoza,RJ,Pix,14.1,96.0
Wright-Dickerson,2008-05-19 16:29:27,,145.0,619,Camisa ,Eletrônicos,2216,Isaac Morales,RS,Boleto,,
Wilson Ltd Str.,10/07/1998,299.28,109.0,620,Tênis,Alimentos,2991,kelly lambert,BA,Cartão,0.22,33.0
"May, Nelson and Roberts Str.",19/08/1986,,,621,Smartphone,Alimentos,5030,Michael Smith,MG,Pix,27.78,86.0
smith group,30/10/1999,,,622,Notebook ,Alimentos,4944,mrs. megan hernandez,RJ,Cartão,,
Lyons Group,13/12/1995,108.52,16.0,623,Camisa ,Alimentos,5571,marie khan,RJ,cartao,,73.0
Torres Ltd Str.,2002-03-26 00:26:16,405.28,,624,Smartphone!!,Alimentos,5213,Jacob Weaver,RJ,cartao,22.48,99.0
Ramos Ltd,1986-05-13,,176.0,625,Notebook ,Roupas,6878,jasmine robinson,SP,Cartão,,63.0
Holmes-Drake,2007-03-07 15:43:59,,,626,Tênis ,Eletrônicos,3523,Christopher Massey,SP,cartao,,
Cook-Wilkins,27/11/1993,494.95,-14.0,627,Café!!,Eletrônicos,4850,James Rodriguez,RJ,Pix,19.83,17.0
Owens Group,25/03/1992,,9.0,628,Smartphone ,Eletrônicos,8085,Katrina Flores,MG,cartao,22.65,
Rogers Inc Str.,21/08/2017,193.82,,629,Tênis,Alimentos,6821,Joy Moore,RS,Cartão,,80.0
hunt llc,22/11/1980,,120.0,630,Camisa ,Eletrônicos,9077,Phillip Johnston,BA,Boleto,,
Cunningham-Marshall,1973-07-23,107.62,,631,Café!!,Roupas,6442,Tammy Hill,BA,Cartão,5.87,
"Reynolds, Woods and Perry Str.",2001-03-16,,,632,Camisa ,Roupas,7361,Timothy Stewart,BA,cartao,22.75,87.0
Juarez Group,1989-11-01,,,633,Chocolate,Eletrônicos,6734,diana goodman,MG,Cartão,-1.92,73.0
hood inc,1973-02-22 07:29:05,,-34.0,634,Café!!,Roupas,6251,Brianna Johnson,RS,Cartão,,
horton llc,23/09/2001,,-31.0,635,Camisa ,Eletrônicos,8389,Erica Wilkerson,BA,Cartão,,
"Mcknight, Anderson and Hawkins Str.",1997-09-29 19:32:24,499.18,162.0,636,Camisa,Eletrônicos,6542,Jill Parker,MG,Pix,24.28,22.0
"newman, hunt and ingram",1982-12-14 06:40:12,,,637,Notebook ,Eletrônicos,1798,Ryan Rocha PhD,RJ,Boleto,27.91,
Cox and Sons Str.,02/07/1979,498.86,187.0,638,Chocolate!!,Alimentos,4109,Roger Silva,RJ,Cartão,1.52,43.0
Holmes and Sons Str.,15/02/2019,290.96,,639,Smartphone!!,Eletrônicos,9248,Courtney Hinton,MG,Pix,6.6,
Austin-Evans Str.,23/06/1982,,64.0,640,Smartphone ,Eletrônicos,7889,Ashley Gray,RJ,cartao,,
Hughes PLC,2018-05-12,396.22,,641,Smartphone ,Alimentos,9247,ryan warren,MG,cartao,,
wilson and sons,07/07/1997,487.82,,642,Chocolate ,Alimentos,4697,Carolyn Hernandez DDS,RJ,Boleto,,
patterson-khan,30/04/1991,497.88,,643,Café ,Roupas,3531,dr. christy cook,BA,Cartão,-2.68,47.0
Gutierrez-Brown,1973-08-10 02:32:23,,191.0,644,Camisa!!,Eletrônicos,9442,Jack Sanders,RJ,Boleto,14.64,97.0
wheeler inc,1981-04-26 00:06:50,,,645,Notebook,Eletrônicos,3572,Holly Dean,SP,cartao,-9.81,90.0
Miller Group,24/01/1987,,,646,Notebook ,Eletrônicos,4280,Colleen Hayes,RJ,Boleto,19.06,
curry-warren,2001-04-17 12:30:46,,78.0,647,Smartphone!!,Roupas,8071,Michael Lane,RS,Pix,,38.0
"Owens, Dennis and Morales Str.",2007-03-11,75.05,,648,Camisa,Eletrônicos,1865,david ross,SP,Boleto,1.66,71.0
davis ltd,28/07/1992,,136.0,649,Café!!,Roupas,2963,Deborah Smith,MG,Pix,,59.0
horton group,2012-02-08,,192.0,650,Smartphone ,Roupas,5637,jacob bishop,SP,Boleto,3.63,79.0
"White, Briggs and Pearson Str.",1996-05-12,451.01,,651,Smartphone!!,Roupas,7003,Brent Burch,RJ,cartao,8.17,84.0
Edwards-Olsen,2011-04-06,,,652,Camisa ,Roupas,6551,Cynthia Cook,RS,Pix,3.92,
Brown-Gibson Str.,2007-11-19,421.52,95.0,653,Tênis,Eletrônicos,1988,Andrew Martin,BA,Cartão,26.01,
Sanchez PLC,10/12/1975,,,654,Notebook!!,Eletrônicos,1091,alyssa larson,SP,cartao,,43.0
"Rowe, Watson and Miller",2004-12-17 23:55:09,,,655,Notebook ,Roupas,8371,antonio greer,RJ,cartao,,-1.0
doyle-young,2019-12-06 05:33:41,,,656,Chocolate!!,Eletrônicos,9387,Monica Olson,BA,Cartão,18.43,
"nelson, gibson and young",16/03/2016,139.41,1.0,657,Notebook ,Eletrônicos,6067,Darryl Robinson,RS,Cartão,-4.61,
"anderson, hoffman and brady",18/06/2021,,,658,Chocolate,Alimentos,8423,Marc Mcdowell,BA,Boleto,,68.0
soto-yates,2015-09-21 08:17:37,,,659,Smartphone ,Alimentos,5400,Maria Everett,RS,Boleto,,54.0
Miller-Marshall,2011-02-11 07:33:30,,120.0,660,Notebook ,Roupas,3894,Garrett Hull,RJ,Cartão,18.29,12.0
garcia and sons,1985-08-28,261.12,,661,Camisa ,Eletrônicos,7888,David Moore,SP,Pix,,
frazier-ayala,1997-04-08 18:56:37,,72.0,662,Café ,Roupas,3176,Charles Pierce,RS,Pix,25.09,34.0
Hendrix LLC Str.,20/03/1976,,188.0,663,Notebook!!,Roupas,8202,Joan Romero,SP,Pix,-3.25,
"alvarado, henry and owens",2008-10-15,432.89,,664,Chocolate!!,Roupas,4601,John Green,SP,cartao,,12.0
Brewer Group,20/10/2008,153.03,,665,Smartphone,Eletrônicos,5841,Michael Joyce,RS,Cartão,0.16,35.0
"Melendez, Perry and Barber",27/01/2011,233.89,79.0,666,Notebook ,Alimentos,4360,scott taylor,SP,cartao,14.96,
thompson-perez,27/09/1981,288.64,164.0,667,Smartphone,Roupas,1480,dennis boyd,RS,cartao,13.83,
"Newman, Mills and Olson",1976-07-13 20:05:27,,-49.0,668,Chocolate,Alimentos,4432,Micheal Hancock,RS,Cartão,,
Maldonado-Hill,12/03/1986,80.56,16.0,669,Smartphone ,Eletrônicos,8945,James Roberts,RJ,Pix,0.29,
"Johnson, Perez and Mckenzie",04/12/2012,333.0,,670,Tênis!!,Eletrônicos,3932,Joseph Hall,SP,cartao,18.0,9.0
"Baxter, Peterson and Reed",2018-11-30,,4.0,671,Chocolate,Alimentos,5693,carrie graham,SP,Cartão,27.34,21.0
"carrillo, baker and hansen",26/06/2021,46.28,122.0,672,Café,Roupas,9642,John Moss,SP,Boleto,17.07,39.0
"Campbell, Johnson and Norris",11/06/2015,137.9,,673,Tênis!!,Roupas,8622,Dr. Patrick Wood,RS,Pix,25.38,
harris-alexander,2020-09-04 23:10:53,-15.42,,674,Smartphone,Roupas,3301,kelsey gamble,SP,Boleto,1.74,76.0
"Simmons, Hawkins and Warren Str.",2015-06-30 22:07:04,,18.0,675,Café!!,Roupas,5411,Ronald Wells,RJ,cartao,21.65,
Elliott-Stephens,2014-10-17,-47.47,,676,Smartphone!!,Roupas,3922,Christopher Jones,SP,Boleto,6.3,
"Hardy, Jones and Burch",1982-02-06,318.98,103.0,677,Tênis ,Alimentos,6646,Carolyn Rodriguez,SP,Cartão,,84.0
"Jones, Phillips and Petty",1996-11-19 03:28:24,293.19,134.0,678,Camisa,Eletrônicos,9675,michael malone,MG,Boleto,19.13,4.0
"Gillespie, Sanchez and Montgomery",2019-01-25,228.62,19.0,679,Smartphone!!,Roupas,5309,Martin Hendrix,RS,Cartão,,18.0
"Williams, Gregory and Reyes",2012-01-22 15:31:46,,50.0,680,Tênis!!,Alimentos,1912,Anna Alexander,MG,cartao,,73.0
"mccann, potts and mcmillan",1978-01-31 21:54:56,93.29,,681,Camisa,Roupas,1332,Natalie Patel,RS,Pix,-4.93,83.0
"Cunningham, Vasquez and Brooks Str.",20/04/1979,150.4,,682,Camisa!!,Alimentos,8311,Amber White,RS,Cartão,,
"wright, woods and solomon",2000-03-11 18:51:49,,,683,Chocolate ,Roupas,2296,Robert Richardson,SP,Boleto,18.95,
Bailey and Sons,1986-07-14,-90.79,,684,Notebook!!,Roupas,7396,Jason Collins,BA,Cartão,28.41,
Alvarez Group,1976-08-22 14:15:42,327.82,,685,Camisa ,Eletrônicos,2202,Susan Landry,SP,Boleto,,
Peterson-Hill,24/08/1988,,95.0,686,Chocolate!!,Eletrônicos,1403,christina ryan,BA,Cartão,29.63,10.0
Clark-Diaz Str.,2008-08-30,260.85,,687,Chocolate!!,Roupas,2458,Anthony Calderon,MG,Pix,8.92,53.0
"Rodriguez, Thompson and Braun",2012-12-07,,,688,Notebook,Roupas,7399,brandy cunningham,BA,Cartão,12.34,
"Harmon, Ramirez and Walker Str.",11/04/1977,,64.0,689,Café ,Eletrônicos,6884,Laura Kelley,RJ,cartao,-6.81,
"Black, Yu and Burns Str.",2006-01-20 05:08:15,,33.0,690,Camisa!!,Eletrônicos,4442,Benjamin Nicholson,MG,Cartão,11.26,79.0
Alexander-Robinson,18/05/1970,153.35,,691,Smartphone ,Eletrônicos,6910,andrew davis,SP,cartao,,100.0
"Blankenship, Cline and Patel",23/02/1970,404.94,,692,Chocolate!!,Roupas,3341,Victoria Mcclure,RJ,Cartão,3.03,
Davis-Bauer Str.,1975-03-28 03:41:27,-36.66,46.0,693,Smartphone ,Alimentos,9316,anita williams,RS,Pix,22.95,
Collins LLC,1997-05-09 04:57:55,-84.87,4.0,694,Camisa!!,Roupas,3575,Kristin Duran,MG,Cartão,,8.0
Donaldson-Garcia Str.,04/12/2013,,,695,Café!!,Alimentos,1405,Anthony Conner,BA,Pix,19.16,
"White, Ray and Martin",1992-07-11,,,696,Smartphone ,Alimentos,4787,Jason Hendricks,BA,Pix,,
Newton-Keith,2019-07-27 04:20:08,15.63,,697,Notebook,Eletrônicos,3021,amy parker,BA,Cartão,1.3,
Nichols Inc,22/06/2025,,,698,Camisa!!,Roupas,5422,christopher smith,MG,Pix,,72.0
Thomas-Sellers,1978-04-09 03:14:52,,198.0,699,Notebook!!,Roupas,7364,hunter gonzalez,SP,Boleto,26.0,
Hernandez PLC Str.,30/09/1996,,40.0,700,Chocolate!!,Roupas,3152,Jason Hunt,BA,Boleto,10.66,-3.0
"Meadows, Smith and White",1990-11-27 01:16:33,-3.27,,701,Tênis,Roupas,6471,jeffery howell,SP,cartao,,39.0
Ortiz-Moreno Str.,1984-03-14,,29.0,702,Smartphone,Alimentos,7633,gabrielle collins,MG,Pix,,
rodriguez-jones,2023-07-19 09:34:27,-11.19,198.0,703,Smartphone ,Alimentos,7707,Thomas Jones,RS,Boleto,,87.0
Benjamin-White Str.,21/11/2013,,194.0,704,Smartphone ,Alimentos,7613,Jason Moore,MG,Pix,-5.6,-2.0
